m_min,m_max,m_mean,c_min,c_max,c_mean,k_min,k_max,k_mean,combined_min,combined_max,combined_mean
0.0,101.30177473226053,77.60722120163001,3.6082248300317593e-13,186.77524828086968,29.11957965741716,0.0,395.7139338745952,35.242939973217176,2.8462417607973598e-12,143.25491586045533,47.323246944088126
