epoch,total_loss,data_loss,physics_loss,mass,damping,stiffness
0,0.29671967029571533,0.29671967029571533,0.0,1.000100016593933,0.09989999979734421,4.999899864196777
1,1.3512059450149536,1.3512059450149536,0.0,1.000180721282959,0.09980890154838562,4.999813079833984
2,0.25522997975349426,0.25522997975349426,0.0,1.000254511833191,0.09972900152206421,4.9997358322143555
3,0.09424342215061188,0.09424342215061188,0.0,1.0003150701522827,0.09966032952070236,4.999669075012207
4,0.48674482107162476,0.48674482107162476,0.0,1.0003758668899536,0.09958769381046295,4.999598026275635
5,0.4383646547794342,0.4383646547794342,0.0,1.0004364252090454,0.09951365739107132,4.9995245933532715
6,0.15645752847194672,0.15645752847194672,0.0,1.0004910230636597,0.09944607317447662,4.99945592880249
7,0.015912512317299843,0.015912512317299843,0.0,1.0005379915237427,0.09938734024763107,4.999395370483398
8,0.08589459210634232,0.08589459210634232,0.0,1.0005813837051392,0.09933225065469742,4.999339580535889
9,0.20171281695365906,0.20171281695365906,0.0,1.0006252527236938,0.09927604347467422,4.999284267425537
10,0.21220991015434265,0.21220991015434265,0.0,1.0006701946258545,0.09921868145465851,4.9992289543151855
11,0.12701135873794556,0.12701135873794556,0.0,1.0007141828536987,0.0991632342338562,4.999175548553467
12,0.039212144911289215,0.039212144911289215,0.0,1.000754714012146,0.09911255538463593,4.99912691116333
13,0.01367046870291233,0.01367046870291233,0.0,1.0007909536361694,0.09906678646802902,4.999083042144775
14,0.048068076372146606,0.048068076372146606,0.0,1.0008234977722168,0.09902365505695343,4.99904203414917
15,0.0949074923992157,0.0949074923992157,0.0,1.0008535385131836,0.09898075461387634,4.999002456665039
16,0.11000199615955353,0.11000199615955353,0.0,1.000881552696228,0.09893731772899628,4.998963356018066
17,0.0860811173915863,0.0860811173915863,0.0,1.0009074211120605,0.09889429062604904,4.998925685882568
18,0.046397216618061066,0.046397216618061066,0.0,1.000930666923523,0.09885334968566895,4.998890399932861
19,0.018417369574308395,0.018417369574308395,0.0,1.0009515285491943,0.09881573170423508,4.9988579750061035
20,0.014655966311693192,0.014655966311693192,0.0,1.000970721244812,0.09878164529800415,4.998828411102295
21,0.029289592057466507,0.029289592057466507,0.0,1.0009891986846924,0.09875045716762543,4.998801231384277
22,0.04659643769264221,0.04659643769264221,0.0,1.0010077953338623,0.09872131049633026,4.998775005340576
23,0.0531490221619606,0.0531490221619606,0.0,1.0010267496109009,0.09869370609521866,4.998749732971191
24,0.04570278525352478,0.04570278525352478,0.0,1.0010454654693604,0.098667673766613,4.998725891113281
25,0.030703308060765266,0.030703308060765266,0.0,1.0010631084442139,0.09864357113838196,4.998703479766846
26,0.0178237222135067,0.0178237222135067,0.0,1.0010788440704346,0.09862176328897476,4.998682975769043
27,0.013318303972482681,0.013318303972482681,0.0,1.0010923147201538,0.09860235452651978,4.998664379119873
28,0.017229193821549416,0.017229193821549416,0.0,1.001103162765503,0.09858514368534088,4.998647212982178
29,0.024849440902471542,0.024849440902471542,0.0,1.001111626625061,0.09856976568698883,4.998631000518799
30,0.030434396117925644,0.030434396117925644,0.0,1.0011179447174072,0.09855586290359497,4.998615741729736
31,0.03061344288289547,0.03061344288289547,0.0,1.0011223554611206,0.0985432118177414,4.998600959777832
32,0.025758637115359306,0.025758637115359306,0.0,1.0011250972747803,0.09853174537420273,4.998587131500244
33,0.019029958173632622,0.019029958173632622,0.0,1.0011264085769653,0.09852146357297897,4.998574256896973
34,0.014100736007094383,0.014100736007094383,0.0,1.0011266469955444,0.09851232916116714,4.998562335968018
35,0.013028394430875778,0.013028394430875778,0.0,1.0011264085769653,0.09850423038005829,4.998551368713379
36,0.015366718173027039,0.015366718173027039,0.0,1.0011262893676758,0.09849698841571808,4.998541355133057
37,0.018814027309417725,0.018814027309417725,0.0,1.0011266469955444,0.09849043190479279,4.998532295227051
38,0.020844679325819016,0.020844679325819016,0.0,1.0011277198791504,0.09848445653915405,4.998523712158203
39,0.020244991406798363,0.020244991406798363,0.0,1.001129388809204,0.09847903251647949,4.998515605926514
40,0.01761723682284355,0.01761723682284355,0.0,1.0011314153671265,0.0984741821885109,4.998507976531982
41,0.014686362817883492,0.014686362817883492,0.0,1.0011334419250488,0.09846991300582886,4.998500823974609
42,0.01305107306689024,0.01305107306689024,0.0,1.001135230064392,0.0984661728143692,4.9984941482543945
43,0.013255171477794647,0.013255171477794647,0.0,1.0011364221572876,0.09846285730600357,4.998488426208496
44,0.014669748023152351,0.014669748023152351,0.0,1.0011368989944458,0.09845983237028122,4.998483180999756
45,0.01608537696301937,0.01608537696301937,0.0,1.0011366605758667,0.09845701605081558,4.998477935791016
46,0.016527660191059113,0.016527660191059113,0.0,1.0011357069015503,0.09845437854528427,4.998473167419434
47,0.015784945338964462,0.015784945338964462,0.0,1.0011341571807861,0.09845197200775146,4.99846887588501
48,0.014398381114006042,0.014398381114006042,0.0,1.0011320114135742,0.09844986349344254,4.998464584350586
49,0.013212915509939194,0.013212915509939194,0.0,1.001129388809204,0.09844810515642166,4.99846076965332
50,0.01282109972089529,0.01282109972089529,0.0,1.0011265277862549,0.09844669699668884,4.998457431793213
51,0.013243129476904869,0.013243129476904869,0.0,1.0011236667633057,0.0984455943107605,4.9984540939331055
52,0.014002340845763683,0.014002340845763683,0.0,1.001120924949646,0.09844473004341125,4.998451232910156
53,0.014498161152005196,0.014498161152005196,0.0,1.0011183023452759,0.09844405949115753,4.998448371887207
54,0.014403270557522774,0.014403270557522774,0.0,1.0011157989501953,0.09844356775283813,4.998445987701416
55,0.01382661797106266,0.01382661797106266,0.0,1.0011132955551147,0.09844326227903366,4.998443603515625
56,0.013170044869184494,0.013170044869184494,0.0,1.001110553741455,0.0984431579709053,4.998441219329834
57,0.01281985267996788,0.01281985267996788,0.0,1.0011075735092163,0.09844325482845306,4.998439311981201
58,0.012901274487376213,0.012901274487376213,0.0,1.0011043548583984,0.09844353049993515,4.998437404632568
59,0.013243591412901878,0.013243591412901878,0.0,1.001100778579712,0.09844394028186798,4.998435974121094
60,0.01354144886136055,0.01354144886136055,0.0,1.0010968446731567,0.09844445437192917,4.998434543609619
61,0.013575112447142601,0.013575112447142601,0.0,1.0010926723480225,0.09844504296779633,4.9984331130981445
62,0.013338603079319,0.013338603079319,0.0,1.001088261604309,0.09844569861888885,4.99843168258667
63,0.01300803292542696,0.01300803292542696,0.0,1.0010838508605957,0.09844642132520676,4.998430252075195
64,0.012795482762157917,0.012795482762157917,0.0,1.0010794401168823,0.09844721853733063,4.998429298400879
65,0.012801356613636017,0.012801356613636017,0.0,1.001075267791748,0.09844808280467987,4.9984283447265625
66,0.012963799759745598,0.012963799759745598,0.0,1.0010713338851929,0.09844899922609329,4.998427391052246
67,0.013126075267791748,0.013126075267791748,0.0,1.0010676383972168,0.09844996780157089,4.99842643737793
68,0.013159345835447311,0.013159345835447311,0.0,1.0010643005371094,0.09845097362995148,4.998425483703613
69,0.013047520071268082,0.013047520071268082,0.0,1.001061201095581,0.09845201671123505,4.998424530029297
70,0.01287982426583767,0.01287982426583767,0.0,1.0010582208633423,0.0984530970454216,4.998424053192139
71,0.01277037151157856,0.01277037151157856,0.0,1.0010552406311035,0.09845420718193054,4.9984235763549805
72,0.012773406691849232,0.012773406691849232,0.0,1.0010522603988647,0.09845533967018127,4.998423099517822
73,0.01285518053919077,0.01285518053919077,0.0,1.0010491609573364,0.0984564870595932,4.998422622680664
74,0.012932984158396721,0.012932984158396721,0.0,1.0010459423065186,0.09845764935016632,4.998422145843506
75,0.01294243149459362,0.01294243149459362,0.0,1.0010426044464111,0.09845881909132004,4.998421669006348
76,0.0128804175183177,0.0128804175183177,0.0,1.0010391473770142,0.09846000373363495,4.9984211921691895
77,0.012796956114470959,0.012796956114470959,0.0,1.0010355710983276,0.09846121072769165,4.998420715332031
78,0.012749867513775826,0.012749867513775826,0.0,1.0010319948196411,0.09846244007349014,4.998420238494873
79,0.012760999612510204,0.012760999612510204,0.0,1.0010285377502441,0.09846368432044983,4.998419761657715
80,0.012805859558284283,0.012805859558284283,0.0,1.0010250806808472,0.09846493601799011,4.998419284820557
81,0.012839371338486671,0.012839371338486671,0.0,1.0010217428207397,0.09846619516611099,4.998418807983398
82,0.012833058834075928,0.012833058834075928,0.0,1.0010185241699219,0.09846746176481247,4.99841833114624
83,0.012793779373168945,0.012793779373168945,0.0,1.001015305519104,0.09846872836351395,4.99841833114624
84,0.012752593494951725,0.012752593494951725,0.0,1.0010122060775757,0.09847000241279602,4.99841833114624
85,0.012736964039504528,0.012736964039504528,0.0,1.0010091066360474,0.0984712764620781,4.99841833114624
86,0.012750312685966492,0.012750312685966492,0.0,1.0010058879852295,0.09847255051136017,4.99841833114624
87,0.012773478403687477,0.012773478403687477,0.0,1.0010026693344116,0.09847381711006165,4.99841833114624
88,0.0127833541482687,0.0127833541482687,0.0,1.0009994506835938,0.09847506880760193,4.99841833114624
89,0.0127714853733778,0.0127714853733778,0.0,1.0009962320327759,0.09847631305456161,4.99841833114624
90,0.012748138047754765,0.012748138047754765,0.0,1.000993013381958,0.0984775498509407,4.99841833114624
91,0.012731016613543034,0.012731016613543034,0.0,1.0009899139404297,0.0984787791967392,4.99841833114624
92,0.012729967013001442,0.012729967013001442,0.0,1.0009868144989014,0.09848000109195709,4.99841833114624
93,0.012740431353449821,0.012740431353449821,0.0,1.0009838342666626,0.09848122298717499,4.99841833114624
94,0.012749508954584599,0.012749508954584599,0.0,1.0009809732437134,0.09848243743181229,4.99841833114624
95,0.012747781351208687,0.012747781351208687,0.0,1.0009781122207642,0.09848364442586899,4.99841833114624
96,0.012736359611153603,0.012736359611153603,0.0,1.0009753704071045,0.09848484396934509,4.99841833114624
97,0.012724194675683975,0.012724194675683975,0.0,1.0009726285934448,0.0984860435128212,4.99841833114624
98,0.012719394639134407,0.012719394639134407,0.0,1.0009698867797852,0.0984872356057167,4.99841833114624
99,0.012722691521048546,0.012722691521048546,0.0,1.0009671449661255,0.09848842024803162,4.99841833114624
100,0.012728095054626465,0.012728095054626465,0.0,1.0009642839431763,0.09848959743976593,4.99841833114624
101,0.012729005888104439,0.012729005888104439,0.0,1.000961422920227,0.09849075973033905,4.99841833114624
102,0.012723803520202637,0.012723803520202637,0.0,1.0009585618972778,0.09849191457033157,4.99841833114624
103,0.012716341763734818,0.012716341763734818,0.0,1.0009557008743286,0.0984930619597435,4.99841833114624
104,0.012711746618151665,0.012711746618151665,0.0,1.0009528398513794,0.09849420189857483,4.99841833114624
105,0.012711863033473492,0.012711863033473492,0.0,1.0009499788284302,0.09849533438682556,4.99841833114624
106,0.012714236974716187,0.012714236974716187,0.0,1.000947117805481,0.0984964594244957,4.99841833114624
107,0.01271495409309864,0.01271495409309864,0.0,1.0009443759918213,0.09849757701158524,4.99841833114624
108,0.012712270021438599,0.012712270021438599,0.0,1.0009416341781616,0.09849868714809418,4.99841833114624
109,0.01270773634314537,0.01270773634314537,0.0,1.000938892364502,0.09849978983402252,4.99841833114624
110,0.012704284861683846,0.012704284861683846,0.0,1.0009361505508423,0.09850087761878967,4.99841833114624
111,0.012703429907560349,0.012703429907560349,0.0,1.0009334087371826,0.09850195795297623,4.99841833114624
112,0.012704169377684593,0.012704169377684593,0.0,1.000930666923523,0.09850302338600159,4.99841833114624
113,0.012704309076070786,0.012704309076070786,0.0,1.0009279251098633,0.09850408136844635,4.99841833114624
