epoch,total_loss,data_loss,physics_loss
0,79354722896.0,79354452192.0,268989.74609375
1,8155263872.0,8155226176.0,37707.760009765625
2,3427952592.0,3427929360.0,23263.95166015625
3,1219550614.0,1219543170.0,7432.6468505859375
4,1467331540.0,1467323128.0,8407.957275390625
5,1315104236.0,1315097972.0,6277.5887451171875
6,1460334568.0,1460326432.0,8126.6126708984375
7,890348496.0,890342960.0,5550.891540527344
8,620635072.0,620631634.0,3431.3707580566406
9,359489909.0,359487844.0,2073.4176177978516
10,248440318.0,248438622.0,1696.752784729004
11,346892044.0,346890178.0,1869.853271484375
12,294720814.0,294718906.0,1904.5390625
13,263716140.0,263714540.0,1594.701644897461
14,321957597.25,321955918.25,1686.7240753173828
15,175097804.0,175096728.5,1077.7875518798828
16,154765349.5,154764363.0,987.005090713501
17,109880815.0,109880263.5,551.3194007873535
18,120345119.875,120344415.8125,704.6973457336426
19,179588623.5,179587379.0,1242.794792175293
20,380408448.0,380406671.0,1778.8739852905273
21,157686204.0,157685415.0,790.9564056396484
22,102241955.0,102241390.0,564.9799880981445
23,116472236.75,116471369.0,867.2807388305664
24,144630774.0,144629784.5,990.9150085449219
25,126793882.0,126793243.0,639.0875968933105
26,106554177.5,106553598.25,580.4474430084229
27,88086950.5,88086490.0,459.65297508239746
28,47026231.25,47025985.25,245.47727012634277
29,44990431.875,44990196.0,235.57531929016113
30,86447885.25,86447433.75,451.6338109970093
31,34417970.0,34417725.25,245.61070346832275
32,26865928.875,26865800.375,128.4440975189209
33,29767810.75,29767617.0,194.3495922088623
34,27014134.375,27013972.875,161.27481603622437
35,62932862.5,62932539.75,321.5442409515381
36,75314371.0,75313990.25,380.6227779388428
37,78278741.75,78278258.75,483.4419460296631
38,96353854.5,96353357.5,497.533390045166
39,77553958.0,77553500.875,456.47890281677246
40,75732295.0,75731864.75,429.5416622161865
41,40132806.1875,40132590.1875,216.05476474761963
42,83303544.75,83303060.5,484.2215003967285
43,83849660.5,83849137.5,522.5563716888428
44,57431502.75,57431193.5,309.4534683227539
45,39189472.75,39189253.75,218.47011947631836
46,65384210.3125,65383847.28125,361.7730083465576
47,70044628.375,70044285.25,342.6320915222168
48,57364722.25,57364275.375,446.51260566711426
49,202656608.0,202655659.0,951.2888031005859
50,191658258.5,191657285.5,972.7197952270508
51,191719809.0,191718829.5,977.4469032287598
52,111215734.5,111215179.0,556.5273971557617
53,52416589.75,52416321.375,267.74131774902344
54,29535581.375,29535419.125,162.09513759613037
55,35170282.78125,35170098.4375,184.27404594421387
56,44408257.9375,44408036.125,221.32685470581055
57,30979969.1875,30979750.625,219.0419158935547
