config_name,timestamp,m_true,c_true,k_true,m_est,c_est,k_est,m_error,c_error,k_error,rmse,runtime
light_mass,20250507_102754,0.5,0.1,5.0,0.30561011087624895,0.01,9.16008962064414,38.87797782475021,90.0,83.2017924128828,0.0557931045892929,111.355213
medium_mass,20250507_102946,5.0,0.1,5.0,0.6213923143776052,0.03376848627435097,4.999999999999997,87.5721537124479,66.23151372564902,5.3290705182007514e-14,0.06666647650682277,110.665919
heavy_mass,20250507_103136,20.0,0.1,5.0,2.139220517549269,0.09999999999998543,5.0,89.30389741225365,1.457167719820518e-11,0.0,0.06762589487257753,112.618001
underdamped,20250507_103329,1.0,0.05,5.0,0.051818534366775824,0.05000000000000426,4.999999999999999,94.81814656332241,8.520961713998076e-12,1.7763568394002505e-14,5.25931008502835,114.47118
critically_damped,20250507_103524,1.0,4.47,5.0,0.6151964307583135,12.751386869059061,4.999999999999585,38.480356924168646,185.26592548230565,8.29558643999917e-12,285.9510463008219,117.909643
