config_name,timestamp,m_true,c_true,k_true,m_est,c_est,k_est,m_error,c_error,k_error,rmse,runtime
light_mass,20250430_103955,0.5,0.1,5.0,0.3700483573171546,0.09683825121649552,13.9389860648304,25.990328536569084,3.1617487835044895,178.77972129660802,0.0008547875692672015,67.544981
medium_mass,20250430_104103,5.0,0.1,5.0,0.01,0.06320604461573424,4.999999999999997,99.8,36.79395538426576,5.3290705182007514e-14,0.0008597760444406606,65.20362
heavy_mass,20250430_104208,20.0,0.1,5.0,0.06597976287443985,0.06439230313688592,5.0,99.67010118562779,35.607696863114086,0.0,0.0019358169098944347,66.5249
underdamped,20250430_104315,1.0,0.05,5.0,0.7420935498306951,0.01,4.999999999999999,25.79064501693049,80.0,1.7763568394002505e-14,5.998847805863433,66.189481
critically_damped,20250430_104421,1.0,4.47,5.0,0.01,0.01,4.999999999999585,99.0,99.77628635346757,8.29558643999917e-12,23.460735920700255,69.377687
overdamped,20250430_104530,1.0,10.0,5.0,0.01,0.13334183701385566,4.999999999997568,99.0,98.66658162986145,4.863665026277886e-11,94.35461570129615,71.493191
soft_spring,20250430_104642,1.0,0.1,1.0,0.01,0.09029326832769953,1.0000000000000004,99.0,9.706731672300476,4.440892098500626e-14,0.0007128042541772326,68.618672
medium_spring,20250430_104750,1.0,0.1,10.0,0.7395386060462957,0.09419171748740204,27.986870247891183,26.046139395370428,5.8082825125979625,179.8687024789118,0.0009484729418207287,66.608922
stiff_spring,20250430_104857,1.0,0.1,50.0,0.705979812294804,0.14435200836898604,80.951541803416,29.4020187705196,44.352008368986034,61.90308360683201,0.006865496252083841,67.078565
low_freq,20250430_105004,1.0,0.1,5.0,1.2190170294992626,0.09925328201509145,4.337962618957718,21.90170294992626,0.7467179849085515,13.240747620845639,0.0007331236893436042,67.412966
resonance_freq,20250430_105111,1.0,0.1,5.0,0.8699630961681025,0.1012087018493309,6.053173427422937,13.003690383189747,1.2087018493308899,21.063468548458744,0.000481708346453904,68.573264
high_freq,20250430_105220,1.0,0.1,5.0,0.01,0.06563424982051605,5.000000000000001,99.0,34.36575017948395,1.7763568394002505e-14,0.002661401670538247,66.788625
small_amplitude,20250430_105327,1.0,0.1,5.0,0.7166123759580098,0.09464092606047332,23.660057550985105,28.338762404199024,5.359073939526684,373.2011510197021,0.00012721137598283114,67.70914
large_amplitude,20250430_105434,1.0,0.1,5.0,0.7165190958802018,0.09480182444679379,23.636893065028232,28.348090411979822,5.198175553206216,372.73786130056465,0.013131063185601477,67.263766
no_noise,20250430_105542,1.0,0.1,5.0,0.7169826526426546,0.09499600956010176,23.646947908969267,28.30173473573454,5.003990439898242,372.93895817938534,0.001218469450429277,66.246706
medium_noise,20250430_105648,1.0,0.1,5.0,0.7165424799720569,0.09467698554171051,23.632083543628198,28.34575200279431,5.3230144582894905,372.64167087256396,0.0013113867669457754,66.954782
extreme_noise,20250430_105755,1.0,0.1,5.0,0.7166770674038887,0.09452596980521567,23.62171337668761,28.33229325961113,5.474030194784333,372.4342675337522,0.0013027874696650988,67.802331
large_initial_displacement,20250430_105903,1.0,0.1,5.0,0.12652161553013194,0.09999999999998987,5.0000000000000036,87.3478384469868,1.0130785099704553e-11,7.105427357601002e-14,3.205341792205634,66.46949
large_initial_velocity,20250430_110009,1.0,0.1,5.0,0.3151437627709339,0.01,5.000000000000269,68.48562372290661,90.0,5.382361223382759e-12,6.460605031951056,66.977801
random_high_amplitude,20250430_110116,1.0,0.1,5.0,0.01,0.1340557066742945,5.000000000000012,99.0,34.0557066742945,2.4868995751603507e-13,11.077283498224519,68.421134
fine_time_step,20250430_110225,1.0,0.1,5.0,0.7166674664614261,0.09595286454889697,23.301065501633772,28.33325335385739,4.0471354511030375,366.02131003267544,0.00031868938907414956,65.951718
coarse_time_step,20250430_110331,1.0,0.1,5.0,0.05680554809825867,0.08032730590672019,4.999999999999998,94.31944519017414,19.67269409327982,3.552713678800501e-14,0.0034611116645899727,67.971469
very_long_duration,20250430_110439,1.0,0.1,5.0,0.01,0.09999999999999964,4.999999999999998,99.0,3.608224830031759e-13,3.552713678800501e-14,0.11469564712996992,71.676688
