config_name,timestamp,m_true,c_true,k_true,m_est,c_est,k_est,m_error,c_error,k_error,rmse,runtime
light_mass,20250507_093717,0.5,0.1,5.0,0.3692199955930868,0.09597892410538125,13.440136260849213,26.156000881382635,4.021075894618753,168.80272521698427,0.004376776429541562,81.720927
medium_mass,20250507_093839,5.0,0.1,5.0,0.02787882709444402,0.0691541493046465,4.999999999999997,99.44242345811112,30.845850695353505,5.3290705182007514e-14,0.0071376984321879795,79.26507
heavy_mass,20250507_093958,20.0,0.1,5.0,0.060117411000936455,0.06796425080453197,5.0,99.69941294499532,32.035749195468036,0.0,0.007372774651879925,80.337449
underdamped,20250507_094119,1.0,0.05,5.0,0.6690849291305343,0.05000000000000426,10.595788421089319,33.09150708694657,8.520961713998076e-12,111.91576842178637,6.716425013752052,83.355564
critically_damped,20250507_094242,1.0,4.47,5.0,0.01,4.470000000000002,4.999999999999585,99.0,5.960928991276009e-14,8.29558643999917e-12,322.87396882793166,83.96425
overdamped,20250507_094406,1.0,10.0,5.0,0.01,0.9400446818197563,4.999999999997568,99.0,90.59955318180243,4.863665026277886e-11,538.4375014147506,85.294892
soft_spring,20250507_094531,1.0,0.1,1.0,0.01,0.06198355558156785,1.0000000000000004,99.0,38.01644441843215,4.440892098500626e-14,0.017684101749826885,83.978554
medium_spring,20250507_094655,1.0,0.1,10.0,0.12237946296180309,0.08924895800182192,10.0,87.76205370381969,10.751041998178085,0.0,0.005132549049555448,80.694193
stiff_spring,20250507_094816,1.0,0.1,50.0,0.6568637130790836,0.09458786421723758,79.04226485267208,34.31362869209163,5.412135782762423,58.08452970534416,0.016818010058122928,80.54214
low_freq,20250507_094937,1.0,0.1,5.0,1.185716655598173,0.09635785224757598,4.269431359991321,18.57166555981731,3.642147752424024,14.611372800173578,0.002261837376126835,84.254306
resonance_freq,20250507_095101,1.0,0.1,5.0,0.19435284470985909,0.06519560545201832,5.677776433661852,80.5647155290141,34.80439454798169,13.555528673237038,0.0112854144367047,79.892973
high_freq,20250507_095221,1.0,0.1,5.0,0.01,0.019618598084383054,5.000000000000001,99.0,80.38140191561695,1.7763568394002505e-14,0.03734549994351117,84.589503
small_amplitude,20250507_095345,1.0,0.1,5.0,0.03496425508083372,0.06746534444271976,4.999999999999998,96.50357449191664,32.534655557280246,3.552713678800501e-14,0.0010879618441680444,83.487074
large_amplitude,20250507_095509,1.0,0.1,5.0,0.0389577085358011,0.0640798053689765,5.000000000000002,96.1042291464199,35.9201946310235,3.552713678800501e-14,0.09978140803674145,83.764618
no_noise,20250507_095633,1.0,0.1,5.0,0.030382283429795688,0.06623618720801902,4.999999999999998,96.96177165702044,33.76381279198098,3.552713678800501e-14,0.012330436903462185,84.935854
medium_noise,20250507_095758,1.0,0.1,5.0,0.030382283429795688,0.06623618720801902,4.999999999999998,96.96177165702044,33.76381279198098,3.552713678800501e-14,0.012330436903462185,85.54013
extreme_noise,20250507_095923,1.0,0.1,5.0,0.018366421499105962,0.06105644132412165,4.999999999999998,98.16335785008941,38.94355867587835,3.552713678800501e-14,0.014809076395474003,82.908519
large_initial_displacement,20250507_100046,1.0,0.1,5.0,0.6116785151672671,0.01,8.280174803612226,38.832148483273286,90.0,65.60349607224452,68.23195378362688,86.308217
large_initial_velocity,20250507_100212,1.0,0.1,5.0,0.01,0.09999999999999876,5.000000000000269,99.0,1.2490009027033011e-12,5.382361223382759e-12,265.2287931533924,83.48689
random_high_amplitude,20250507_100336,1.0,0.1,5.0,0.01,0.01,5.000000000000012,99.0,90.0,2.4868995751603507e-13,23.522006393899304,81.83413
fine_time_step,20250507_100458,1.0,0.1,5.0,0.012448317479299708,0.06098673452574124,5.000000000000002,98.75516825207002,39.01326547425876,3.552713678800501e-14,0.003743286300021695,82.931887
coarse_time_step,20250507_100621,1.0,0.1,5.0,0.01,0.2127608509500901,4.999999999999998,99.0,112.76085095009007,3.552713678800501e-14,0.031175413789061353,78.616108
very_long_duration,20250507_100739,1.0,0.1,5.0,0.01,0.09999999999999964,4.999999999999998,99.0,3.608224830031759e-13,3.552713678800501e-14,0.11528282374275206,83.663347
