epoch,train_loss,val_loss
0,0.4828334152698517,0.4710270017385483
1,0.2894019067287445,0.45557326078414917
2,0.24504085183143615,0.4341640770435333
3,0.26839599907398226,0.4312004894018173
4,0.24503497481346131,0.47812308371067047
5,0.267342683672905,0.4011628180742264
6,0.25838773846626284,0.45423734188079834
7,0.24574622511863708,0.4505186825990677
8,0.25131936371326447,0.3728695511817932
9,0.22911891341209412,0.3412056416273117
10,0.2438502639532089,0.39949026703834534
11,0.23974170982837678,0.41584694385528564
12,0.22047775685787202,0.33801865577697754
13,0.1921296626329422,0.2860168516635895
14,0.16223663538694383,0.3510752469301224
15,0.16586259752511978,0.24436484277248383
16,0.16698814928531647,0.27528834342956543
17,0.10225553661584855,0.24207251518964767
18,0.12165151834487915,0.30028341710567474
19,0.10252624303102494,0.22454256564378738
20,0.07839304953813553,0.2202056497335434
21,0.10008071511983871,0.22061128914356232
22,0.07276175990700721,0.20613069832324982
23,0.06593369320034981,0.21415887773036957
24,0.060835973173379895,0.20346280932426453
25,0.04317530207335949,0.20043793320655823
26,0.0460224948823452,0.20202404260635376
27,0.03757718428969383,0.20348042249679565
28,0.05904961638152599,0.19923345744609833
29,0.06014142632484436,0.21031641960144043
30,0.05172777399420738,0.2021145224571228
31,0.05671567879617214,0.2023196518421173
32,0.04482980668544769,0.20201118290424347
33,0.04151594936847687,0.2030143439769745
34,0.037242152541875836,0.21282124519348145
35,0.04241510443389416,0.19675804674625397
36,0.04770653322339058,0.20600567758083344
37,0.03776572644710541,0.21124203503131866
38,0.0902359090745449,0.20732100307941437
39,0.07362622134387493,0.23778454214334488
40,0.0855338528752327,0.2181212082505226
41,0.07337088584899902,0.2082422524690628
42,0.039886941015720365,0.20616118609905243
43,0.039263959228992465,0.20182248950004578
44,0.04403860121965408,0.2059541791677475
45,0.051169957220554355,0.21139347553253174
46,0.049905302748084066,0.20591524243354797
47,0.036904283612966535,0.20028150081634521
48,0.058754677698016164,0.20846911519765854
49,0.05646201819181442,0.21527166664600372
50,0.06865104287862778,0.22306296229362488
51,0.05911693498492241,0.2196371927857399
52,0.04377621561288834,0.20915837585926056
53,0.0563038595020771,0.2152222916483879
54,0.0422169953584671,0.20411884784698486
55,0.06175084933638573,0.1995733082294464
56,0.041441012918949124,0.20982540398836136
57,0.052362027764320376,0.2120029330253601
58,0.06717928238213063,0.20860286056995392
59,0.06111678034067154,0.22586990147829056
60,0.05826072692871094,0.20817036926746368
61,0.06192290782928467,0.20895744860172272
62,0.038748832792043685,0.20363619923591614
63,0.043623467534780504,0.20358587056398392
64,0.03777396231889725,0.19775496423244476
65,0.03241964466869831,0.21479342132806778
66,0.07306964844465255,0.239220529794693
67,0.06792781762778759,0.21565012633800507
68,0.05002546459436417,0.23010142147541046
69,0.0487315446138382,0.22482092678546906
70,0.04507237821817398,0.221815288066864
71,0.05542180724442005,0.2061646208167076
72,0.055658964440226555,0.20054715126752853
73,0.048479259759187696,0.1973733976483345
74,0.04261587783694267,0.22623708844184875
