epoch,train_loss,val_loss
0,6.923369979858398,4.082585334777832
1,3.9586902618408204,3.3241050243377686
2,3.7292930603027346,4.177366018295288
3,3.2210062980651855,4.043106555938721
4,2.9228217124938967,4.047954082489014
5,2.6394202709198,4.51088285446167
6,3.566496968269348,4.918107032775879
7,2.8531350612640383,4.949910879135132
8,3.312163305282593,4.944396734237671
9,3.0927008628845214,4.955073118209839
10,3.0091896057128906,4.960970640182495
11,3.231971597671509,4.954626560211182
12,2.9068289279937742,4.817479848861694
13,2.550498342514038,4.2274205684661865
14,3.072689390182495,4.110385537147522
15,2.8650234222412108,4.011924505233765
16,3.1224108219146727,3.850676417350769
17,2.9963805198669435,4.173162937164307
18,2.861536645889282,4.6170865297317505
19,2.7072691917419434,4.699204444885254
20,3.0839837074279783,4.632717967033386
21,2.7093860626220705,4.150326728820801
22,2.7950846195220946,3.363436698913574
23,2.2971925497055055,3.1650032997131348
24,2.7194111824035643,3.2634835243225098
25,2.5258817434310914,3.576282262802124
26,2.7196486949920655,4.272307872772217
27,3.0223904609680177,3.9464049339294434
28,2.5835897445678713,3.631036639213562
29,2.7537750244140624,4.082955002784729
30,2.7543735027313234,4.331283807754517
31,2.5476413488388063,4.485258340835571
32,2.5241482973098757,3.7194396257400513
33,2.6641658782958983,2.558979868888855
34,2.782403087615967,2.6402639150619507
35,3.0396076679229735,3.2207937240600586
36,3.354963946342468,3.8370548486709595
37,2.5291005611419677,3.9102225303649902
38,2.8059274673461916,2.96621572971344
39,2.599007987976074,2.848895788192749
40,2.763882112503052,2.780677080154419
41,2.4157668590545653,3.4951603412628174
42,2.5550845146179197,3.163287401199341
43,2.656273889541626,2.45616614818573
44,2.540960693359375,2.3442431688308716
45,2.364150643348694,2.3184577226638794
46,2.289528656005859,2.564744710922241
47,2.184496593475342,2.607861280441284
48,2.049808216094971,2.503889799118042
49,2.4992793083190916,2.401862859725952
50,2.834022378921509,3.3346928358078003
51,2.249478340148926,2.51362943649292
52,2.4649744987487794,3.134793281555176
53,2.2510977268218992,2.1573500633239746
54,2.173925185203552,2.815287709236145
55,2.261834979057312,3.271218419075012
56,2.2197353839874268,2.158204436302185
57,2.0295058727264403,2.8013579845428467
58,2.152410101890564,2.728041887283325
59,2.375171756744385,2.9683185815811157
60,1.9596792459487915,2.14017391204834
61,2.0421133279800414,2.5705426931381226
62,2.053564429283142,2.5985461473464966
63,1.766638493537903,2.4672296047210693
64,1.9789716243743896,2.2689192295074463
65,1.9466457128524781,1.9445009231567383
66,2.1341168880462646,2.4192187786102295
67,2.0291375875473023,2.4582674503326416
68,2.0662978172302244,2.205511748790741
69,1.8692927837371827,2.5808045864105225
70,2.2073107719421388,3.2840110659599304
71,2.1072965621948243,2.646678328514099
72,2.039771056175232,2.50842821598053
73,1.9289151191711427,2.276937246322632
74,1.7479844093322754,2.197910785675049
75,1.8979001998901368,2.140938401222229
76,1.9824556827545166,1.9119502305984497
77,1.7340656042098999,2.4065685272216797
78,2.10781512260437,3.4260761737823486
79,2.160873794555664,3.0205044746398926
80,1.9256850242614747,2.5074223279953003
81,1.8436450719833375,2.2188674211502075
82,1.8188032388687134,2.42310631275177
83,1.81135151386261,2.36008620262146
84,1.714718723297119,2.5041778087615967
85,1.8897884368896485,2.293170690536499
86,1.7277312517166137,2.0129261016845703
87,1.8995446920394898,2.062916398048401
88,2.5300247192382814,2.200675904750824
89,2.2345415592193603,2.5340821743011475
90,1.982959222793579,2.3631043434143066
91,1.7837173461914062,2.2808477878570557
92,1.6645947456359864,2.3582526445388794
93,1.6520718574523925,2.1342036724090576
94,1.7338652849197387,1.9972379803657532
95,1.717227005958557,2.2562544345855713
96,1.8335842847824098,2.427310824394226
97,1.8270256996154786,2.2816243171691895
98,1.913258695602417,1.9281145930290222
99,2.3364837169647217,2.1137295961380005
100,2.1619935035705566,1.9490323066711426
101,1.911162519454956,2.425994873046875
102,1.9255286693572997,2.403326392173767
103,1.7755284309387207,2.1518070697784424
104,1.6474985122680663,1.9578480124473572
105,1.7776030063629151,2.252175807952881
106,1.8807820320129394,2.2881590127944946
107,1.6429169178009033,2.0209434032440186
108,1.7716848611831666,2.1393558979034424
109,1.7364694118499755,2.570201337337494
110,2.010878849029541,2.3288272619247437
111,1.7506983518600463,1.9904248118400574
112,1.7253242015838623,2.4940171241760254
113,1.9776582956314086,2.38674533367157
114,1.8155201196670532,2.3084346055984497
115,1.9017698287963867,1.9452455043792725
116,1.7924718379974365,2.314494252204895
117,1.7795116186141968,2.296968936920166
118,1.6811734914779664,2.1883513927459717
119,1.7450715065002442,2.1092058420181274
120,1.7447503566741944,2.276062488555908
121,1.8731152534484863,2.3705649971961975
122,2.075336766242981,2.334266424179077
123,1.8439746379852295,1.9761358499526978
124,2.1162885665893554,2.099555015563965
125,2.055168604850769,2.1578624844551086
126,1.632859754562378,2.4485422372817993
