epoch,total_loss,data_loss,physics_loss
0,23613636384.0,23613599136.0,36770.635986328125
1,6734566304.0,6734555520.0,10730.440551757812
2,5107199232.0,5107191616.0,7588.409423828125
3,2847496800.0,2847492448.0,4373.685729980469
4,1382130872.0,1382128544.0,2328.4376220703125
5,1221942412.0,1221939308.0,3112.171630859375
6,2676759168.0,2676755048.0,4143.986358642578
7,1946013720.0,1946011316.0,2438.769416809082
8,1377970617.0,1377968762.0,1878.3204498291016
9,400688962.5,400688174.0,787.3525161743164
10,664496156.0,664495004.0,1159.0113983154297
11,515383739.0,515382692.0,1051.034034729004
12,839415732.0,839414536.0,1187.1761016845703
13,848872404.0,848871309.0,1113.621997833252
14,1341033048.0,1341031132.0,1914.0137634277344
15,631136787.5,631135690.5,1095.2792282104492
16,631511596.0,631510764.0,827.125129699707
17,414568242.0,414567492.0,749.5217819213867
18,685394576.0,685393378.0,1190.85542678833
19,400460826.5,400460303.0,521.407054901123
20,458665484.0,458664894.0,589.1157188415527
21,145234622.0,145234396.0,223.9863920211792
22,138280258.5,138280092.5,164.1175537109375
23,61782154.5,61782049.25,105.82300984859467
24,84980028.375,84979895.0,134.31857252120972
25,147512719.75,147512501.0,216.34887790679932
26,95085572.25,95085410.75,160.3637228012085
27,130316419.5,130316244.5,176.49987697601318
28,94135317.75,94135170.25,148.9318733215332
29,91920156.5,91920025.75,130.80681991577148
30,115459892.0,115459690.5,201.86601448059082
31,120674861.0,120674686.0,172.4663028717041
32,65426668.375,65426561.75,107.7322473526001
33,188635533.0,188635321.5,213.25164604187012
34,92077952.5,92077839.75,114.78044271469116
35,74103195.5,74103100.5,95.69713497161865
36,59823987.5625,59823903.5,85.12926888465881
37,74277541.375,74277430.375,110.96825885772705
38,95000202.75,95000057.75,145.15775203704834
39,103039136.25,103039000.25,134.24805068969727
40,59085373.25,59085295.875,77.65960192680359
41,34727942.6875,34727895.125,47.61975121498108
42,97498072.5,97497951.5,122.60602474212646
43,25614842.875,25614804.4375,38.59299993515015
44,73408755.5,73408651.5,104.26398181915283
45,63086705.0,63086594.25,111.1982889175415
46,55565094.75,55565022.5,72.12344408035278
47,42413083.875,42413026.625,57.51884722709656
48,30593793.625,30593750.875,42.722108364105225
49,17571892.25,17571868.3125,23.913387417793274
50,55705971.375,55705907.75,64.19063329696655
51,47277308.25,47277233.625,74.65273904800415
52,74338078.25,74337969.5,108.08813571929932
53,59843431.0,59843354.5,76.26757478713989
54,42040036.125,42039987.875,48.54708218574524
55,37831014.75,37830979.0,35.99414277076721
56,25272877.03125,25272849.125,27.69568932056427
57,18246203.8125,18246181.5625,22.161643624305725
58,50629639.5,50629584.25,55.202332973480225
59,27665081.71875,27665031.53125,49.450865745544434
60,118134665.0,118134494.5,170.8408546447754
61,100286976.375,100286852.5,125.73686027526855
62,58438209.625,58438146.0,64.88891744613647
63,54279224.75,54279157.0,66.558509349823
64,29673969.0,29673927.0,42.24164175987244
65,18046699.625,18046680.546875,19.14504647254944
66,10864128.59375,10864115.4375,13.04422390460968
67,11335697.40625,11335682.78125,14.414594531059265
68,14334588.6875,14334570.375,18.370862007141113
69,10290431.375,10290420.59375,10.504431247711182
70,11180400.5,11180387.625,12.608519554138184
71,13001477.25,13001463.75,13.527458012104034
72,14291939.46875,14291924.25,14.837819337844849
73,13624398.0625,13624382.0,15.818630397319794
74,10891542.546875,10891530.171875,12.235835313796997
75,7721173.4453125,7721164.7265625,8.486065924167633
76,8238410.75,8238402.84375,7.502851486206055
77,4663110.28125,4663103.9375,5.894751250743866
78,13377243.734375,13377230.078125,13.452586054801941
79,12162635.0,12162622.8125,12.129238843917847
80,7159842.59375,7159829.0,13.181545495986938
81,6689552.859375,6689545.734375,6.8719576597213745
82,5615412.53125,5615406.234375,5.943741828203201
83,3001779.359375,3001775.46875,3.401176542043686
84,2463306.640625,2463303.6875,2.5229235365986824
85,7006329.28125,7006321.546875,7.446516692638397
86,2823023.40625,2823018.5625,4.3720382153987885
87,4442976.9375,4442971.65625,4.739892393350601
88,9308015.78125,9308004.96875,10.634075284004211
89,5245928.46875,5245919.5,8.523735404014587
90,6451674.4375,6451665.84375,8.172505736351013
91,9888553.96875,9888540.5625,13.1171615421772
92,7444738.28125,7444730.625,7.189161419868469
93,5798963.5625,5798956.90625,6.33310928940773
94,2461636.296875,2461632.703125,3.1241719126701355
95,1840411.1328125,1840408.796875,1.9205228239297867
96,1037187.375,1037185.625,1.3851884305477142
97,1575975.83203125,1575974.01953125,1.3908568993210793
98,784842.11328125,784838.87890625,2.8425600323826075
99,1202062.1875,1202060.5703125,1.2736744284629822
100,1243999.625,1243992.91796875,6.328090503811836
101,1356464.53515625,1356462.921875,1.2277250960469246
102,935236.203125,935232.66796875,3.1457561254501343
103,1771257.0546875,1771255.234375,1.4115167260169983
104,926385.53515625,926384.3046875,0.8507321998476982
105,827045.22265625,827029.171875,15.681094769388437
106,1478998.095703125,1478972.705078125,25.013174541294575
107,900666.46875,900663.96875,2.1139459274709225
108,702813.1015625,702812.05859375,0.6601718440651894
109,511454.326171875,511453.384765625,0.5468006208539009
110,417375.248046875,417374.1083984375,0.7485682759433985
111,323582.275390625,323581.599609375,0.2739143557846546
112,335594.234375,335593.50634765625,0.33209619857370853
113,764074.193359375,764073.26171875,0.5396891180425882
114,252700.642578125,252699.677734375,0.5603693183511496
115,242986.46875,242985.873046875,0.18900944292545319
116,175768.1123046875,175767.560546875,0.14649861305952072
117,93042.73828125,93042.24755859375,0.0853980672545731
118,71192.0634765625,71191.5849609375,0.07455215533263981
119,34273.49267578125,34272.838623046875,0.25051344954408705
120,33884.27648925781,33883.744384765625,0.1279894516337663
121,41925.599365234375,41924.96337890625,0.23217000579461455
122,39409.272705078125,39364.76770019531,44.10052909585647
123,14913.009521484375,14912.588623046875,0.01699592371005565
124,10632.884216308594,10631.916046142578,0.5639975644880906
125,8142.955871582031,8142.483123779297,0.0685265155043453
126,6284.163635253906,6283.74853515625,0.010925740760285407
