config_name,timestamp,m_true,c_true,k_true,m_est,c_est,k_est,m_error,c_error,k_error,rmse,runtime
light_mass,20250311_091235,0.5,0.1,5.0,0.06458179396487969,0.08870640375001776,5.0,87.08364120702406,11.293596249982246,0.0,0.0041790618402402615,86.561219
medium_mass,20250311_091402,5.0,0.1,5.0,0.021671948433953182,0.01,4.999999999999997,99.56656103132093,90.0,5.3290705182007514e-14,0.00454542149764436,86.092975
heavy_mass,20250311_091528,20.0,0.1,5.0,0.13241232815122914,0.039365210951502444,5.0,99.33793835924385,60.63478904849756,0.0,0.0039977806698574215,93.278474
underdamped,20250311_091701,1.0,0.05,5.0,0.01,0.05000000000000426,0.5312546076256547,99.0,8.520961713998076e-12,89.37490784748692,8.36233133461166,86.210166
critically_damped,20250311_091827,1.0,4.47,5.0,0.01,6.355708107866914,4.999999999999585,99.0,42.18586371066924,8.29558643999917e-12,189.081954291293,86.85363
overdamped,20250311_091954,1.0,10.0,5.0,0.01,0.21646637277095016,4.999999999997568,99.0,97.83533627229049,4.863665026277886e-11,82.9308727274083,88.743013
soft_spring,20250311_092123,1.0,0.1,1.0,0.01,0.08301788390302944,1.0000000000000004,99.0,16.98211609697056,4.440892098500626e-14,0.003875663549211233,64.75376
medium_spring,20250311_092228,1.0,0.1,10.0,0.12397786571065389,0.08611087592047247,10.0,87.60221342893462,13.88912407952754,0.0,0.0035976739180879347,88.217659
stiff_spring,20250311_092356,1.0,0.1,50.0,0.7084624687312752,0.0950482062129461,84.36188880674753,29.153753126872484,4.951793787053904,68.72377761349506,0.0023915729423685237,85.753939
low_freq,20250311_092522,1.0,0.1,5.0,1.217114206799604,0.09801397934935419,4.33274050743502,21.71142067996039,1.98602065064582,13.345189851299608,0.0006783140880915155,54.891373
resonance_freq,20250311_092617,1.0,0.1,5.0,0.7879148113032799,0.0985831527266787,6.788576022223127,21.208518869672012,1.4168472733213089,35.771520444462546,0.00014777921634806867,87.336345
high_freq,20250311_092744,1.0,0.1,5.0,0.01,0.01737103425210482,5.000000000000001,99.0,82.6289657478952,1.7763568394002505e-14,0.01098119662911899,81.118881
small_amplitude,20250311_092905,1.0,0.1,5.0,0.034012480678032864,0.07896709901826891,4.999999999999998,96.59875193219672,21.032900981731093,3.552713678800501e-14,0.0006810084956239643,89.271672
large_amplitude,20250311_093034,1.0,0.1,5.0,0.03377525878783873,0.07664857753796239,5.000000000000002,96.62247412121613,23.351422462037615,3.552713678800501e-14,0.06888130606366474,91.850977
no_noise,20250311_093206,1.0,0.1,5.0,0.03640533831013666,0.0870673765511869,4.999999999999998,96.35946616898633,12.932623448813102,3.552713678800501e-14,0.00590732603132737,91.657619
medium_noise,20250311_093338,1.0,0.1,5.0,0.03640533831013666,0.0870673765511869,4.999999999999998,96.35946616898633,12.932623448813102,3.552713678800501e-14,0.00590732603132737,92.307254
extreme_noise,20250311_093510,1.0,0.1,5.0,0.047194254688007815,0.07467080867680317,4.999999999999998,95.2805745311992,25.32919132319683,3.552713678800501e-14,0.004905588375469771,66.665406
large_initial_displacement,20250311_093617,1.0,0.1,5.0,0.01,0.09999999999998987,4.680042451703073,99.0,1.0130785099704553e-11,6.3991509659385315,56.73329234158576,85.223154
large_initial_velocity,20250311_093742,1.0,0.1,5.0,0.2862477798698776,0.09999999999999876,5.000000000000269,71.37522201301223,1.2490009027033011e-12,5.382361223382759e-12,32.819853970932165,87.769428
random_high_amplitude,20250311_093910,1.0,0.1,5.0,0.01,0.01,5.000000000000012,99.0,90.0,2.4868995751603507e-13,14.258600344501104,91.106473
fine_time_step,20250311_094041,1.0,0.1,5.0,0.04199656524893137,0.08635936565054314,5.000000000000002,95.80034347510687,13.640634349456866,3.552713678800501e-14,0.0010026942839089282,91.249216
coarse_time_step,20250311_094212,1.0,0.1,5.0,0.05615160837284811,0.0994314409152374,4.999999999999998,94.38483916271518,0.5685590847626099,3.552713678800501e-14,0.00946063441688381,87.577028
very_long_duration,20250311_094340,1.0,0.1,5.0,0.01,0.09999999999999964,4.999999999999998,99.0,3.608224830031759e-13,3.552713678800501e-14,0.09132117489122253,80.758823
