epoch,train_loss,val_loss
0,0.08770086914300919,0.042804474011063576
1,0.06321899071335793,0.02426025178283453
2,0.04546045064926148,0.029755398631095886
3,0.05084386989474297,0.020869946107268333
4,0.043268758058547976,0.020961375907063484
5,0.04414344131946564,0.017213184386491776
6,0.03659145310521126,0.017154143191874027
7,0.040942192822694776,0.015879343263804913
8,0.03481820225715637,0.011763406451791525
9,0.035642991214990614,0.00747057911939919
10,0.03768496103584766,0.012214804999530315
11,0.029836301878094672,0.009873683098703623
12,0.032910026609897614,0.009712164290249348
13,0.035433613881468776,0.011434450279921293
14,0.02773623652756214,0.012074983213096857
15,0.028242993354797363,0.009833488147705793
16,0.03248571753501892,0.009589893743395805
17,0.02628232687711716,0.008539350237697363
18,0.028430304676294326,0.007452274905517697
19,0.024369245022535325,0.0056967714335769415
20,0.026382968202233313,0.007214738521724939
21,0.026695596054196358,0.004593486664816737
22,0.026375670731067658,0.0043644956313073635
23,0.027529669925570488,0.0072073242627084255
24,0.02592817321419716,0.00604925979860127
25,0.02382427118718624,0.006187446648254991
26,0.025935839116573333,0.007484975270926952
27,0.024928053840994835,0.006474550114944577
28,0.022808442637324334,0.004931390751153231
29,0.02178293578326702,0.007162943482398987
30,0.021665411815047265,0.005609858315438032
31,0.02465665228664875,0.006145978579297662
32,0.024748800694942473,0.005395029205828905
33,0.02135831266641617,0.006125810788944364
34,0.020854128152132036,0.005759277381002903
35,0.025095851719379426,0.0058819635305553675
36,0.020407441630959512,0.003816076787188649
37,0.019293653964996337,0.0042367372661828995
38,0.018717212975025176,0.005935384659096599
39,0.020385972037911416,0.004611931974068284
40,0.023800203576683998,0.004662119783461094
41,0.020948883891105653,0.004203250166028738
42,0.026236649975180625,0.003971337806433439
43,0.019914935529232024,0.0036764737451449037
44,0.02120211534202099,0.004591657547280192
45,0.021268551982939244,0.006102222017943859
46,0.022834425792098045,0.005637343041598797
47,0.01794034130871296,0.005365908145904541
48,0.01869206689298153,0.004937514429911971
49,0.01910569705069065,0.0029478197684511542
50,0.017957618832588194,0.003827621811069548
51,0.01777939945459366,0.0050892820581793785
52,0.016718688234686852,0.006488389801234007
53,0.017822182923555373,0.004854850238189101
54,0.02055514045059681,0.00422862870618701
55,0.019761910662055016,0.0030535117257386446
56,0.018827839568257333,0.004694553557783365
57,0.016092662513256074,0.004924514563754201
58,0.01816537417471409,0.004431958310306072
59,0.016888063028454782,0.003985432325862348
60,0.016721973195672035,0.003959594061598182
61,0.017324759066104888,0.006816722685471177
62,0.017078966833651066,0.006584908813238144
63,0.014964150078594685,0.005021883407607675
64,0.01611427925527096,0.002547437441535294
65,0.016929352656006813,0.002511196187697351
66,0.015529760345816612,0.0037343600997701287
67,0.015011143870651722,0.00472775986418128
68,0.01360381543636322,0.004326122347265482
69,0.016747184097766876,0.0036850905744358897
70,0.016442751884460448,0.003139098407700658
71,0.013952485099434853,0.002698683412745595
72,0.017746374383568762,0.002137444098480046
73,0.01935448944568634,0.0026641219155862927
74,0.016341739520430564,0.003619714523665607
75,0.014378607273101807,0.004703001817688346
76,0.016570170968770982,0.004000900080427527
77,0.018660519644618033,0.003277443116530776
78,0.013349120132625103,0.0037758953403681517
79,0.012689212523400783,0.004046555608510971
80,0.01545148491859436,0.003129395772702992
81,0.01457512266933918,0.002980856690555811
82,0.014341579377651214,0.003967063967138529
83,0.01775373090058565,0.005979090463370085
84,0.012967549823224544,0.00641828472726047
85,0.01189464759081602,0.004263214999809861
86,0.014356829598546028,0.0030692225554957986
87,0.01182755697518587,0.002946147695183754
88,0.013710296154022217,0.003568949759937823
89,0.012658595293760299,0.0039386305725201964
90,0.014291255176067353,0.0036462488351389766
91,0.01577243097126484,0.0038610267220064998
92,0.012755462713539601,0.003541266545653343
93,0.021337661892175674,0.0029824156081303954
94,0.010733860544860363,0.0037910063983872533
95,0.011273521557450294,0.004495705710723996
96,0.009579799324274062,0.0034392609959468246
97,0.015363597124814988,0.0028619011864066124
98,0.011001818440854549,0.0026746641378849745
99,0.01106521040201187,0.001844695769250393
100,0.012945221923291683,0.002136197465006262
101,0.013722187839448452,0.004027951275929809
102,0.013121679238975049,0.0052633630111813545
103,0.01068122461438179,0.005052849650382996
104,0.01247809361666441,0.002915269578807056
105,0.010122503433376551,0.0016280427225865424
106,0.014531185291707516,0.0012115230201743543
107,0.011968983709812165,0.002610368886962533
108,0.016175505891442298,0.0018040980212390423
109,0.015226539038121701,0.0030406065052375197
110,0.0116912130266428,0.00330939085688442
